"RBD","NOMBRE_ESTA","DEPENDENCIA","SOSTENEDOR","REGION","COMUNA","DIRECCION","TELEFONO","E-MAIL","Discapacidad Auditiva","Discapacidad Intelectual","Discapacidad Visual","Trastornos Específicos del Lenguaje","Trastornos Motores","Autismo","Graves Alteraciones en la Capacidad de Relación y Comunicación"
20422,"ESCUELA ESPECIAL DE LENGUAJE ESPERANZA","Particular Subvencionado","Hilda Nuñez Chavarria Empresa Educacional E.I.R.L.",8,"CABRERO","LOS PINOS NRO. 10, INTERIOR SECTOR DE MONTE AGUILA","43 - 2291719","escuela.de.lenguaje.esperanza@gmail.com","no","no","no","si","no","no","no"
20423,"ECO ESCUELA QUPA YAPU DE TRASTORNOS ESPECÍFICOS DEL LENGUAJE","Particular Subvencionado","Entidad Individual Educacional Diego Ignacio Fernandez Alfaro",3,"COPIAPÓ","CALLE JUAN MARTINEZ N° 434","52 - 2365082","ecoescuelacopiapo@hotmail.com","no","no","no","si","no","no","no"
20424,"ESCUELA ESPECIAL DE LENGUAJE Y ESCUELA BASICA MY COLLEGE","Particular Subvencionado","Sociedad Educacional Edukar Spa",8,"CHILLÁN","CAMINO A LAS MARIPOSAS KM. 8 CHILLÁN","0 - 0","mycollegechillan@gmail.com","no","no","no","si","no","no","no"
20425,"ESCUELA ESPECIAL DE INNOVACION SOCIAL SERES SOCIALES","Particular Subvencionado","Escuela Especial De Innovacion Social Seres Sociales",5,"QUILPUÉ","CALLE BRUSELAS, EL RETIRO N° 550","32 - 2763590","eeinnovacionsocial2015@gmail.com","no","si","no","no","no","no","no"
20429,"ESCUELA ESPECIAL N° 2470 ÁRBOL DE COLORES","Particular Subvencionado","Centro Integral De Desarrollo Infantil Arbol De Colores Spa",13,"LA PINTANA","CALLE LA PRIMAVERA N° 3516","2 - 32008650","direccion.arboldecolores@gmail.com","no","no","no","si","no","no","no"
20430,"ESCUELA ESPECIAL DE LENGUAJE PEUMAYEN","Particular Subvencionado","Sociedad Educacional Toledo Apablaza Y Otros Ltda.",8,"CORONEL","MANGIN - VILLA PARQUE LA POSADA N° 2359","44 - 2886491","ctutoledo@hotmail.com","no","no","no","si","no","no","no"
20431,"ESCUELA ESPECIAL DE LENGUAJE SAN DAMIAN","Particular Subvencionado","Sociedad Educacional Damian Ltda.",8,"CHILLÁN VIEJO","AVDA. OHIGGINS N° 2448","0 - 0","sesandamian@gmail.com","no","no","no","si","no","no","no"
20432,"ESCUELA ESPECIAL N° 2472 GIRASOL","Particular Subvencionado","Sociedad Educacional Rio Maipo Spa",13,"LA FLORIDA","CALLE UNO N° 1664","22 - 9854688","escuela.girasol@yahoo.cl","no","no","no","si","no","no","no"
20433,"ESCUELA ESPECIAL DE LENGUAJE PEQUEÑOS AMIGOS","Particular Subvencionado","Sociedad Educacional Qme Ltda.",8,"CONCEPCIÓN","CRUZ N° 478","41 - 3176202","edlpequenosamigos@gmail.com","no","no","no","si","no","no","no"
20436,"COLEGIO  ALONSO  DE  CORDOVA","Particular Subvencionado","Soc. Educacional Los Conquistadores Ltda",13,"RENCA","AVDA  EL  MONTIJO N° 1010","2 - 42751711","colegioalonsodecordova@gmail.com","no","no","no","si","no","no","no"
20437,"ESCUELA ESPECIAL DE LENGUAJE GIRASOLES","Particular Subvencionado","Lisbeth Cofre Gonzalez Servicios Educacionales E.I.R.L",8,"CHILLÁN","ISABEL RIQUELME N° 120","0 - 0","celgirasoles@gmail.com","no","no","no","si","no","no","no"
20438,"ESCUELA ESPECIAL DE LENGUAJE SANTA LEONOR","Particular Subvencionado","Sociedad Escuelas Especiales De Lenguaje Amanecer Santa Leonor Ltda.",8,"TALCAHUANO","BALMACEDA N° 37","41 - 3234893","eelsantaleonor@gmail.com","no","no","no","si","no","no","no"
20439,"ESCUELA ESPECIAL DE LENGUAJE MUNICIPAL","Municipal Daem","Ilustre Municipalidad De La Union",14,"LA UNIÓN","OHIGGINS N° 175","64 - 2472302","claudio.suazo@mineduc.cl","no","no","no","si","no","no","no"
20446,"CENTRO DE EDUCACIÓN ESPECIAL SAN FRANCISCO DE ASIS","Particular Subvencionado","Corporación Educacional San Francisco de Asis",14,"MARIQUINA","SECTOR ASQUE KM 22","972511466","jessialfred@yahoo.es","no","no","no","no","no","no","si"
20447,"ESCUELA  ESPECIAL  N°2476  MIS  FUTURAS  PALABRAS","Particular Subvencionado","Sociedad  Mis  Futuras  Palabras Limitada",13,"MAIPÚ","NUEVA  ANTUMALAL N° 181","2 - 9208376","misfuturaspalabras@hotmail.com","no","no","no","si","no","no","no"
20450,"ESCUELA DE LENGUAJE ALMA MATER","Particular Subvencionado","Sociedad Educacional Rios E Isla Limitada",14,"PANGUIPULLI","PADRE SIGISFREDO N° 187","63 - 2312778","escuelaalmamater@gmail.com","no","no","no","si","no","no","no"
20454,"ESCUELA ESPECIAL DE LENGUAJE ARBOL","Particular Subvencionado","Sociedad Educacional Arbol Limitada",6,"PALMILLA","JOSE TORIBIO MEDINA LOTE C, POBLACION LAS PALMERAS S/N","72 - 2485102","escuelaarbolpalmilla@gmail.com","no","no","no","si","no","no","no"
20455,"ESCUELA  ESPECIAL  N° 2481  `SANTA  EMILIA `","Particular Subvencionado","Escuela De Lenguaje  Happy Kids Ltda",13,"PUDAHUEL","CALLE  PAPA  SAN  PEDRO N° 9402","2 - 27490238","escuelasantaemilia@gmail.com","no","no","no","si","no","no","no"
20456,"ESCUELA  DIFERENCIAL N° 2480  ` AMULEN`","Particular Subvencionado","Manuel Peña Zenteno Educ. Louta Eirl",13,"RENCA","ESMERALDA N° 1418","22 - 6426749","escueladiferencialamulen@gmail.com","no","si","no","no","no","no","no"
20457,"ESCUELA ESPECIAL N° 2479 MARGARITA","Particular Subvencionado","Sociedad Educacional Canbra Limitada",13,"CONCHALÍ","AVENIDA GENERAL GAMBINO N° 3692","22 - 32052240","utpmargarita@gmail.com","no","no","no","si","no","no","no"
20458,"ESCUELA ESPECIAL N° 2478 ANGELES","Particular Subvencionado","Sociedad Educacional Angeles Limitada",13,"QUILICURA","ALCALDE JUAN LARENAS N° 211","22 - 6071931","escuelitaangeles@gmail.com","no","no","no","si","no","no","no"
20462,"ESCUELA ESPECIAL DE LENGUAJE AMAPOLA","Particular Subvencionado","Sociedad Educacional Amapola Ltda.",6,"OLIVAR","CALLE SAN MARCOS N° 17, SECTOR LO CONTY","0 - 0","amapola.rancagua2015@gmail.com","no","no","no","si","no","no","no"
20463,"ESCUELA ESPECIAL DE LENGUAJE TRAVESÍA","Particular Subvencionado","Sociedad Educacional Kimeltu Ltda.",4,"LA SERENA","AVDA. GUILLERMO ULRIKSEN N° 5130, EL MILAGRO II","51 - 2487142","travesiaserena@gmail.com","no","no","no","si","no","no","no"
20467,"ESCUELA ESPECIAL DE LENGUAJE EL CASTILLO DE VICENTE","Particular Subvencionado","Sociedad Droguett Labraña Ltda.",6,"RANCAGUA","CALLE SANTA FILOMENA N° 2206, VILLA GALILEA","0 - 0","elcastillodeignacia@hotmail.com","no","no","no","si","no","no","no"
20472,"ESCUELA ESPECIAL DE LENGUAJE MI PEQUEÑO SUEÑO","Particular Subvencionado","Sociedad Educacional Sepulveda Y Serantoni Limitada",7,"LINARES","KURT MOLLER N° 656","73 - 2330495","mps.linares@gmail.com","no","no","no","si","no","no","no"
20480,"ESCUELA ESPECIAL N° 238 MAGUS","Particular Subvencionado","Ariela Maria Cisterna Abarca Servicios De Educacion Preescolar Eirl",13,"PUENTE ALTO","AVENIDA DOMINGO TOCORNAL N° 482","2 - 28517429","escuelamagus@gmail.com","no","no","no","si","no","no","no"
20487,"ESCUELA ESPECIAL N° 2483 ANKATU","Particular Subvencionado","Educacion Ankatu Limitada",13,"COLINA","CALLE LOS VILOS N° 316","22 - 8443414","escueladelenguajeankatucolina@gmail.com","no","no","no","si","no","no","no"
20488,"ESCUELA DE LENGUAJE Y PRE BÁSICA  EL CAMINO","Particular Subvencionado","Sociedad Educacional Santa Elena Limitada",11,"COYHAIQUE","CIRCUNVALACIÓN ORIENTE PONIENTE N° 1575","67 - 2239930","mjuliam9@gmail.com","no","no","no","si","no","no","no"
20490,"ESCUELA ESPECIAL MONTE DE LOS OLIVOS","Particular Subvencionado","Corporacion Educacional Jasak",9,"TEMUCO","RINCONADA DE TROMEN S/N","0 - 0","esc.montedelosolivos@gmail.com","no","si","no","no","no","no","no"
20491,"ESCUELA ESPECIAL DIFERENCIAL ALEN","Particular Subvencionado","Sociedad Educacional Alteduc Limitada",8,"LOS ÁNGELES","LOS LLEUQUES N° 1231","43 - 2318650","escuelaalenlosangeles@gmail.com","no","si","no","no","no","no","no"
20492,"ESCUELA ESPECIAL MASTER EDUCA","Particular Subvencionado","Fundacion Educacional Master Educa",6,"CHIMBARONGO","EL PORVENIR LOTE B S/N°","72 - 2496050","escuelamastereduca@gmail.com","no","si","no","no","no","no","no"
20493,"ESCUELA ESPECIAL Nº239 CARRUSEL","Particular Subvencionado","Servicios Educacional Armonia Limitada",13,"PUENTE ALTO","EDUARDO CORDERO N° 642","22 - 8503857","escueladelenguajecarrusel@gmail.com","no","no","no","si","no","no","no"
20497,"ESCUELA ESPECIAL DE LENGUAJE MANDALA","Particular Subvencionado","Servicios Educativos Paula Saurines E.I.R.L.",5,"VALPARAÍSO","CALLE TERCERA N° 556 PLACILLA DE PEÑUELAS","0 - 0","escuelamandala.direccion@gmail.com","no","no","no","si","no","no","no"
20504,"CENTRO EDUCACIONAL HACIENDA DE TENO","Municipal Daem","Ilustre Municipalidad De Teno",7,"TENO","HACIENDA TENO S/Nº","0 - 0","avergararojas@gmail.com","no","si","no","no","no","no","no"
20511,"ESCUELA  ESPECIAL N° 2486 EDELWEISS","Particular Subvencionado","Sociedad Educacional Ortega Alvear Limitada",13,"QUINTA NORMAL","CARRASCAL N° 6089","22 - 7759375","esc.edelweiss@gmail.com","no","no","no","si","no","no","no"
20512,"ESCUELA ESPECIAL DIFERENCIAL CENTRO DE FORMACION LABORAL AMANECER DE CARRIZALES","Municipal Daem","Ilustre Municipalidad De Coelemu",8,"COELEMU","CAMINO A TOME, KILOMETRO  N° 10","0 - 0","csepulveda@municipalidaddecoelemu.cl","no","si","no","no","no","no","no"
20514,"ESCUELA ESPECIAL DE LENGUAJE ANELEY","Particular Subvencionado","Escuela Especial De Lenguaje Aneley Spa",5,"PANQUEHUE","CALLE LAS CHILCAS N° 5 POB. ARTURO PRAT","34 - 2232557","escueladelenguajeaneley@gmail.com","no","no","no","si","no","no","no"
20516,"ESCUELA DE LENGUAJE NUEVA ESPERANZA DE DICHATO","Particular Subvencionado","Sociedad Escuela Especial De Lenguaje Nueva Esperanza Ltda",8,"TOMÉ","BILBAO N° 606","41 - 4456765","edelnuevaesperanzadichato@gmail.com","no","no","no","si","no","no","no"
20518,"ESCUELA ESPECIAL DE LENGUAJE AGUA SANTA","Particular Subvencionado","Maria Angelica Verdugo Meza Serv. Educ. E.I.R.L.",5,"VIÑA DEL MAR","AVENIDA MATTA N° 4312, PLACERES","0 - 0","escuela.aguasanta@gmail.com","no","no","no","si","no","no","no"
20533,"ESCUELA ESPECIAL DE LENGUAJE MIS PRIMEROS PASITOS","Particular Subvencionado","Sociedad Educacional De Lenguaje Mis Primeros Pasitos Limitada",15,"ARICA","OSCAR BELMAR N° 357","58 - 329991","escuelamisprimerospasitos@gmail.com","no","no","no","si","no","no","no"
20549,"ESCUELA ESPECIAL DIFERENCIAL HUALLEREHUE","Municipal Daem","Ilustre Municipalidad De Santa Juana",8,"SANTA JUANA","CAMINO A PAPAL KM. 5","41 - 2779244","jfonseca@santajuana.cl","no","si","no","no","no","no","no"
20562,"ESCUELA ESPECIAL LAUTRARU PADRE HURTADO","Particular Subvencionado","Corporacion Educacional Lautraru Padre Hurtado",13,"SAN BERNARDO","AVDA.PADRE HURTADO N° 14685","0 - 0","miguelvarg@gmail.com","no","si","no","si","no","no","no"
20582,"ESCUELA ESPECIAL DE LENGUAJE CLUSTER","Particular Subvencionado","Fundación Educativa Cluster",9,"VICTORIA","AVDA. O`HIGGINS N° 0170","9 - 90072420","flga.barbara.g@gmail.com","no","no","no","si","no","no","no"
20585,"ESCUELA ESPECIAL Nº 2487  ` OMILEN  ANTU `","Particular Subvencionado","Sociedad Maureira Y Vidal Limitada",13,"MAIPÚ","LOS  FLAMENCOS N° 1330","2 - 9181566","escuela.lenguaje.at@gmail.com","no","no","no","si","no","no","no"
20592,"ESCUELA ESPECIAL Nº 213 PRINCIPADO INFANCIA FELIZ","Particular Subvencionado","Escuela Educadora Laudelina Araneda S.A.",13,"SAN BERNARDO","NUEVA DE VILA N° 560","22 - 8597404","escuela.principado@gmail.com","no","no","no","si","no","no","no"
20593,"ESCUELA ESPECIAL Nº 214 PROFESOR ANTONIO OROZ","Particular Subvencionado","Escuela Educadora Laudelina Araneda S.A.",13,"SAN BERNARDO","NOGALES N° 17","22 - 8562201","escuelaantoniooroz@gmail.com","no","si","no","no","no","si","no"
20604,"ESCUELA ESPECIAL DE LENGUAJE GRANJERITOS","Particular Subvencionado","Corporacion Educacional Granjeritos",7,"SAN CLEMENTE","ORLANDO FRANZ N° 23","9 - 63006602","hrojaspavez@hotmail.com","no","no","no","si","no","no","no"
20629,"ESCUELA ESPECIAL Nº2488 J.J. PÉREZ","Particular Subvencionado","Corporacion Educacional Santa Valentina.",13,"CERRO NAVIA","AVENIDA JOSÉ JOAQUIN PEREZ N° 7499","2 - 26439460","elimarchant@hotmail.com","no","no","no","si","no","no","no"
20634,"ESCUELA ESPECIAL DE LENGUAJE ESTOY FELIZ","Particular Subvencionado","Socuiedad Educacional Los Manantiales Ltda",8,"CORONEL","CALLEJON RIVAS, SECTOR GRANFELTD N° 1284","0 - 0","ymardones@gmail.com","no","no","no","si","no","no","no"
20638,"ESCUELA ESPECIAL DE LENGUAJE ANTAKARI","Particular Subvencionado","Corporación Educacional Kreamundos",4,"COQUIMBO","O`HIGGINS  S/N","995352145","escuela.antakari@gmail.cl","no","no","no","si","no","no","no"
20691,"ESCUELA DE EDUCACIÓN ESPECIAL KANTATURU","Particular Subvencionado","Centro de Rehabilitación y Educación Especial Cree Arica",15,"ARICA","TENIENTE MERINO N° 2720","58-2470009","escuelaespecialkantaturu@gmail.com","no","si","no","no","no","no","no"
22013,"ESCUELA ESPECIAL N.316 LOS CIRUELILLOS","Particular Subvencionado","Fundacion De Ayuda Al Nino Limitado Coanil",10,"CASTRO","SAN MARTIN N° 877","65 - 2632728","uelosciruelillos@coanil.cl","no","si","no","no","no","no","no"
22051,"ESC. ESPECIAL DE LENGUAJE PEKE LINES","Particular Subvencionado","Corporación Educacional Nuevo Aprender",14,"VALDIVIA","RENE SCHNEIDER N° 3760","63 - 2225582","escuelapekelines@gmail.com","no","no","no","si","no","no","no"
22078,"ESCUELA ESPECIAL DE LENGUAJE MAIHUE","Particular Subvencionado","Sociedad Educacional Maihue Limitada",10,"CASTRO","CANCHA RAYADA Nº1043, QUINTA RAMOS","65 - 530525","cedumaihue@gmail.com","no","no","no","si","no","no","no"
22101,"ESCUELA DIFERENCIAL `ASPADEP`","Municipal Daem","Ilustre Municipalidad De Puerto Varas",10,"PUERTO VARAS","MANUEL MONTT S/Nº","65 - 2232221","escueladiferencialaspadep@ptovaras.cl","no","si","no","no","no","no","no"
22103,"CENTRO DE REHABILITACION DE LA PARALISIS CEREBRAL OSORNO","Particular Subvencionado","Centro Rehabilitacion Paralisis Cerebral",10,"OSORNO","SATURNINO BARRIL N° 1347","64 - 239570","cerepaosorno@gmail.com","no","no","no","no","no","no","no"
22133,"ESCUELA ESPECIAL DE LENGUAJE PALABRAS MAGICAS","Particular Subvencionado","Corporacion Educ.Soc.Y.Cult.Gabr.Mistral.Ltda",10,"OSORNO","AMTHAUER N° 1137","64 - 313765","informacionpalabrasmagicas@gmail.com","no","no","no","si","no","no","no"
22139,"ESCUELA ESPECIAL `LAURA VICUÑA`","Particular Subvencionado","Fundacion Centro Comunitario Laura Vicuna",10,"PUERTO MONTT","MANUEL PLAZA N° 440","65 - 2264705","escuela.especial.lauravicuna@gmail.com","no","si","no","no","no","no","no"
22201,"CENTRO PARA LA INTEGRACION `JEROME BRUNER`","Particular Subvencionado","Soc.Educ.Y.Des.Social Jerome Bruner Ltda",10,"OSORNO","HERMANOS PHILLIPIS N° 1350","64 - 2254878","jeromebruner@gmail.com","no","si","no","no","no","si","no"
22256,"CENTRO PARA LA ESTIMULACION DEL LENGUAJE INF","Particular Subvencionado","Emp.Educ.Gloria Jofre Cabello E.I.R.L.",14,"VALDIVIA","ARAUCO Nº740","63 - 201679","secretaria.quelluen@gmail.com","no","no","no","si","no","no","no"
22282,"ESCUELA ESPECIAL DE LENGUAJE `NUEVA LENGUA`","Particular Subvencionado","Sociedad Educacional Rosas, Vera E Hijos Ltda",10,"PUERTO MONTT","GUILLERMO GALLARDO Nº575","65 - 282241","esc.lenguaje@gmail.com","no","no","no","si","no","no","no"
22293,"ESCUELA ESPECIAL `SAN AGUSTIN`","Municipal Daem","Ilustre Municipalidad De Frutillar",10,"FRUTILLAR","AVENIDA SEPTIEMBRE N° 481","65 - 2420373","frutillarsanagustin@gmail.com","no","si","no","no","no","no","no"
22294,"ESCUELA-TALLER PARA AUTISTAS `BERNARD RIMLAND`","Particular Subvencionado","Corporación Tea Osorno",10,"OSORNO","MAGALLANES N° 2548","64 - 312774","autismoenosorno@yahoo.es","no","no","no","no","no","si","no"
22308,"ESCUELA PARA AUTISTAS `CAMINO DE ESPERANZA`","Particular Subvencionado","Asociacion De Padres Y Amigos De Los Autistas Pto. Montt",10,"PUERTO MONTT","VOLCAN CHOSHUENCO N° 5040","65 - 2259920","escuelaparaautistas@gmail.com","no","no","no","no","no","si","no"
22320,"ESCUELA ESPECIAL DE LENGUAJE KAUKALEM","Particular Subvencionado","Soc.Educacional Lemarie Y Montalva Limitada",10,"OSORNO","LORD COCHRANE 1175","64 - 2200704","kau_kalem@hotmail.com","no","no","no","si","no","no","no"
22321,"ESCUELA DE LENGUAJE FOR FARIS","Particular Subvencionado","Educacional Javiera Viviana Pardo Poveda Eirl",14,"LA UNIÓN","SERRANO N° 968","64 - 2470200","forfaris@gmail.com","no","no","no","si","no","no","no"
22363,"CENTRO DE LENGUAJE KALEM","Particular Subvencionado","Sociedad Educacional Educalen Limitada",10,"CASTRO","GAMBOA Nº530","65 - 531334","claudia_kalem@hotmail.com","no","no","no","si","no","no","no"
22364,"ESCUELA DE LENGUAJE KALEM","Particular Subvencionado","Sociedad Educacional Educalen Limitada",10,"ANCUD","ANIBAL PINTO N° 379","65 - 627735","kalemchiloe@gmail.com","no","no","no","si","no","no","no"
22379,"ESCUELA DE LENGUAJE `ABRAPALABRA`","Particular Subvencionado","Maria I. Ortiz Henriquez Serv. Educ. E.I.R.L.",10,"CHONCHI","PROLONGACION AVDA. PRESIDENTE FREI MONTALVA Nº 360","65 - 672572","abrapalabra.escuela@gmail.com","no","no","no","si","no","no","no"
22382,"ESCUELA ESPECIAL DE LENGUAJE `SAN JUAN`","Particular Subvencionado","Sociedad Educacional Lenguaje San Juan Ltda",10,"ANCUD","AVDA.ARTURO PRAT Nº1041","65 - 620306","escuelasnjuan@gmail.com","no","no","no","si","no","no","no"
22387,"ESCUELA ESPECIAL DE LENGUAJE GIRASOL","Particular Subvencionado","Sociedad Educacional Girasol Gana Ltda.",10,"PUERTO VARAS","SAN IGNACIO N° 1212","65 - 311288","santiymilo@gmail.com","no","no","no","si","no","no","no"
22394,"ESCUELA ESPECIAL `SANTA HELENA`","Particular Subvencionado","Agrupacion De Padres Y Amigos De Niños Con Sindrome De Down",10,"PUERTO MONTT","LEUCOTON N° 324","9 - 4900595","abravodebezzi@yahoo.es","no","si","no","no","no","no","no"
22402,"ESCUELA DE TRASTORNOS DE LA COMUNICACION `ALEXANDRIA`","Particular Subvencionado","Veronica Lopez Establ Educac Alexandria Eirl",10,"OSORNO","O`HIGGINS N° 1035","64 - 2254747","alexandriaosorno@gmail.com","no","no","no","si","no","no","no"
22421,"CENTRO DE INTEGRACION LABORAL","Particular Subvencionado","Sociedad Educacional Limitada",14,"VALDIVIA","PICARTE N° 1850","63 - 2249762","ceila.valdivia@gmail.com","no","si","no","no","no","no","no"
22438,"ESCUELA ESPECIAL `TALLERES LABORALES INPROA`","Particular Subvencionado","Fundacion Instit.De Promocion Agraria Inproa",10,"PUERTO MONTT","BALMACEDA N° 524","65 - 2259894","inproapmt@yahoo.com","no","si","no","no","no","no","no"
22458,"ESCUELA DIFERENCIAL CELIPRAS","Particular Subvencionado","Susan Rossemarie Catalan Hott E.I.R.L.",14,"RÍO BUENO","AVDA. PRAT 680","64 - 2340929","celipras@hotmail.com","no","si","no","si","no","no","no"
22468,"ESCUELA ESPECIAL DE LENGUAJE `AMAPOLA`","Particular Subvencionado","Escuela Especial De Lenguaje Amapola E.I.R.L.",10,"PUERTO MONTT","AV. CRUCERO  1423","65 - 312840","colegioamapola@hotmail.com","no","no","no","si","no","no","no"
22479,"ESCUELA DE LENGUAJE AYELEN","Particular Subvencionado","Corporación Educacional Ayelén",10,"DALCAHUE","PASAJE VISTA HERMOSA N° 1530","65 - 642281","corporacionayelen@gmail.com","no","no","no","si","no","no","no"
22487,"CENTRO INTEGRAL DE EDUCACION GABRIELA PASCHUAN","Particular Subvencionado","Pamela Andrea Cifuentes Garcia, Serv. Educ.",10,"ANCUD","ANIBAL PINTO N° 1363","65 - 629820","gabrielapaschuan@hotmail.com","no","no","no","si","no","no","no"
22520,"ESCUELA DE LENGUAJE MIS PALABRAS","Particular Subvencionado","Corporación Educacional Mis Palabras",14,"VALDIVIA","CARLOS HILKER 30 N° 30","63 - 278398","sandrapaez1@gmail.com","no","no","no","si","no","no","no"
22521,"ESCUELA ESPECIAL DE ESTIMULACION E INTEGRACION EL UMBRAL","Particular Subvencionado","Comercial Educando Limitada",14,"LA UNIÓN","ARTURO PRAT Nº1004 N° 1004","64 - 323337","elumbral2005@gmail.com","no","si","no","si","no","no","si"
22529,"ESCUELA ESPECIAL DE LENGUAJE KALEM RAHUE","Particular Subvencionado","Soc. Educacional Hermanos Jm Ltda.",10,"OSORNO","CHILLAN , RAHUE BAJO N° 454","64 - 213544","kalemrahue@hotmail.com","no","no","no","si","no","no","no"
22547,"ESCUELA ESPECIAL DE LENGUAJE PULMAHUE","Particular Subvencionado","Sociedad Educacional Aguirre Y Zeballos Limitada",10,"QUELLÓN","IGNACIO CARRERA PINTO N° 105","65 - 2681162","macarenapulmahue@gmail.com","no","no","no","si","no","no","no"
22571,"CENTRO DE ESTIMULACION TEMPRANA INKA POYEN","Particular Subvencionado","Soc. Des. Ed. Inka Poyen S.C. De Resp. Ltda",14,"VALDIVIA","RENE SCHNEIDER N° 5070","63 - 2343287","cetinkapoyen@gmail.com","no","si","no","no","no","no","no"
22573,"ESCUELA ESPECIAL TALLER LABORAL RIE","Particular Subvencionado","Dimter Y Reyes Limitada",10,"OSORNO","MANUEL RODRIGUEZ 1825","64 - 2211126","rietallerlaboral@gmail.com","no","si","no","no","no","no","no"
22574,"ESCUELA ESPECIAL DE LENGUAJE CRECER","Particular Subvencionado","Establecimientos Educacionales Aek Ltda.",10,"CALBUCO","ARTURO PRAT 231","65 - 461811","evens.m@gmail.com","no","no","no","si","no","no","no"
